continent,country,name,spring_type,address,street_address,state,state_district,city,postcode,county,road,village,aminity,gmaps,lat,long
North America,Canada,"Dane, Ontario, Canada",Public Drinking Spring,"Highway 112, Unorganized West Timiskaming, Timiskaming District, Northeastern Ontario, Ontario, Canada",Highway 112,Pennsylvania,Northeastern Ontario,Unorganized West Timiskaming,,Timiskaming District,Highway 112,,,"https://maps.google.com/?q=48.073097,-80.039005",48.073097,-80.039005
North America,Canada,"Gorge Road Spring, New Brunswick",Public Drinking Spring,"Gorge Road, Moncton, Moncton Parish, Westmorland County, New Brunswick / Nouveau-Brunswick, E1G 3H3, Canada",Gorge Road,Pennsylvania,,Moncton,E1G 3H3,Moncton Parish,Gorge Road,,,"https://maps.google.com/?q=46.1546,-64.87214",46.1546,-64.87214
North America,Canada,"Hwy 3 Spring, Fernie, British Columbia, Canada",Public Drinking Spring,"Kal Tire, 5385, Crowsnest Highway, Elko, Area B (Lake Koocanusa), Regional District of East Kootenay, British Columbia, V0B 1J0, Canada",Crowsnest Highway,Pennsylvania,,Area B (Lake Koocanusa),V0B 1J0,Regional District of East Kootenay,Crowsnest Highway,Elko,,"https://maps.google.com/?q=49.300914,-115.115717",49.300914,-115.115717
North America,Canada,"Mildmay Rotary Park, Mildmay, Ontario, Canada",Public Drinking Spring,"71, Elora Street, Mildmay, South Bruce, Bruce County, Southwestern Ontario, Ontario, N0G 2J0, Canada",Elora Street,Pennsylvania,Southwestern Ontario,South Bruce,N0G 2J0,Bruce County,Elora Street,Mildmay,,"https://maps.google.com/?q=44.041658,-81.118584",44.041658,-81.118584
North America,Canada,"Mildmay Rotary Spring, Ontario, Canada",Public Drinking Spring,"146, Elora Street, Mildmay, South Bruce, Bruce County, Southwestern Ontario, Ontario, N0G 2J0, Canada",Elora Street,Pennsylvania,Southwestern Ontario,South Bruce,N0G 2J0,Bruce County,Elora Street,Mildmay,,"https://maps.google.com/?q=44.04645,-81.123261",44.04645,-81.123261
North America,Canada,"Petrofka Spring, Saskatchewan",Public Drinking Spring,"Blaine Lake No. 434, Saskatchewan, Canada",,Pennsylvania,,Blaine Lake No. 434,,,,,,"https://maps.google.com/?q=52.659717,-106.858017",52.659717,-106.858017
North America,Canada,"Gabriel's Spring Saskatchewan, Canada",Public Drinking Spring,"Leask No. 464, Division No. 16, Saskatchewan, Canada",,Québec,,Leask No. 464,,Division No. 16,,,,"https://maps.google.com/?q=52.939916,-106.450864",52.939916,-106.450864
North America,Canada,"Elk Ford Spring, Alberni Clayoquot, British Columbia, Canada",Public Drinking Spring,"Park Avenue, Area F (Cherry Creek), Alberni-Clayoquot Regional District, British Columbia, V9Y 8K1, Canada",Park Avenue,Region Nordjylland,,Area F (Cherry Creek),V9Y 8K1,Alberni-Clayoquot Regional District,Park Avenue,,,"https://maps.google.com/?q=49.266163,-124.737091",49.266163,-124.737091
North America,Canada,"Kissing Bridge Mineral Spring, West Montrose, Ontario, Canada",Public Drinking Spring,"1100, Rivers Edge Drive, West Montrose, Woolwich, Region of Waterloo, Southwestern Ontario, Ontario, Canada",Rivers Edge Drive,São Paulo,Southwestern Ontario,Woolwich,,Region of Waterloo,Rivers Edge Drive,,,"https://maps.google.com/?q=43.586765,-80.472572",43.586765,-80.472572
North America,Canada,"Metcalfe Rock Spring, The Blue Mountains, Ontario, Canada",Public Drinking Spring,"415496, 10th Line, The Blue Mountains, Grey County, Southwestern Ontario, Ontario, Canada",10th Line,São Paulo,Southwestern Ontario,,,Grey County,10th Line,,,"https://maps.google.com/?q=44.41861,-80.444328",44.41861,-80.444328
North America,Canada,"Pelham Mineral Spring, Pelham, Ontario, Canada (must ask owner at the house for permission before collecting water.)",Public Drinking Spring,"2229, Sulphur Spring Drive, Pelham, Niagara Region, Golden Horseshoe, Ontario, L0S 1E5, Canada",Sulphur Spring Drive,São Paulo,Golden Horseshoe,,L0S 1E5,Niagara Region,Sulphur Spring Drive,,,"https://maps.google.com/?q=43.077091,-79.303825",43.077091,-79.303825
North America,Canada,"Jum Singh Spring, Nelson, British Columbia, Canada",Public Drinking Spring,"Great Northern Trail, Uphill, Nelson, Regional District of Central Kootenay, British Columbia, K1L 5N1, Canada",Great Northern Trail,South Carolina,,Nelson,K1L 5N1,Regional District of Central Kootenay,Great Northern Trail,,,"https://maps.google.com/?q=49.488338,-117.279694",49.488338,-117.279694
North America,Canada,"Kauffman Flats Spring, Waterloo, Ontario, Canada",Public Drinking Spring,"749, University Avenue East, Waterloo, Region of Waterloo, Southwestern Ontario, Ontario, N2K 4M2, Canada",University Avenue East,Tennessee,Southwestern Ontario,Waterloo,N2K 4M2,Region of Waterloo,University Avenue East,,,"https://maps.google.com/?q=43.504456,-80.496674",43.504456,-80.496674
North America,Canada,"Puslinch Natural Spring, Puslinch, Ontario, Canada",Public Drinking Spring,"72, Maddaugh Road, Hamilton, Wellington County, Golden Horseshoe, Ontario, Canada",Maddaugh Road,Tennessee,Golden Horseshoe,Hamilton,,Wellington County,Maddaugh Road,,,"https://maps.google.com/?q=43.435055,-80.083763",43.435055,-80.083763
North America,Canada,"Queenston Spring, Queenston, Ontario, Canada",Public Drinking Spring,"Whirlpool JetBoat, River Frontage Road, Queenston, Niagara-on-the-Lake, Niagara Region, Golden Horseshoe, Ontario, L0S 1L0, Canada",River Frontage Road,Tennessee,Golden Horseshoe,,L0S 1L0,Niagara Region,River Frontage Road,Queenston,,"https://maps.google.com/?q=43.16729,-79.053619",43.16729,-79.053619
North America,Canada,"Harvie Heights/Canmore Spring, Canmore, Alberta, Canada",Public Drinking Spring,"Harvey Heights Road, Canmore, Town of Canmore, Alberta, T1W 2V2, Canada",Harvey Heights Road,Texas,,,T1W 2V2,Town of Canmore,Harvey Heights Road,,,"https://maps.google.com/?q=51.11982,-115.379906",51.11982,-115.379906
North America,Canada,"Horner Road Spring, Magnetawan, Ontario, Canada",Public Drinking Spring,"201, Horner Road, Magnetawan, Parry Sound District, Central Ontario, Ontario, Canada",Horner Road,Texas,Central Ontario,,,Parry Sound District,Horner Road,Magnetawan,,"https://maps.google.com/?q=45.665947,-79.596375",45.665947,-79.596375
North America,Canada,"Maple Lake Natural Spring, Minden, Ontario, Canada",Public Drinking Spring,"Highway 118, Algonquin Highlands, Haliburton County, Central Ontario, Ontario, K0N 2S0, Canada",Highway 118,Texas,Central Ontario,Algonquin Highlands,K0N 2S0,Haliburton County,Highway 118,,,"https://maps.google.com/?q=45.098488,-78.651207",45.098488,-78.651207
North America,Canada,"Nowhere Spring, Entrance, Alberta, Canada",Public Drinking Spring,"Entrance, Yellowhead County, Alberta, T7V 1X3, Canada",,Texas,,,T7V 1X3,Yellowhead County,,,,"https://maps.google.com/?q=53.372116,-117.703918",53.372116,-117.703918
North America,Canada,"Rte 4 Spring, BC, Canada",Public Drinking Spring,"Pacific Rim Highway, Area D (Sproat Lake), Alberni-Clayoquot Regional District, British Columbia, Canada",Pacific Rim Highway,Texas,,Area D (Sproat Lake),,Alberni-Clayoquot Regional District,Pacific Rim Highway,,,"https://maps.google.com/?q=49.287514,-125.189896",49.287514,-125.189896
North America,Canada,"Gibsons Landing, Gibsons, BC, Canada",Public Drinking Spring,"735, Winn Road, Gibsons, Sunshine Coast Regional District, British Columbia, V0N 1V0, Canada",Winn Road,Utah,,,V0N 1V0,Sunshine Coast Regional District,Winn Road,,,"https://maps.google.com/?q=49.399693,-123.510208",49.399693,-123.510208
North America,Canada,"Open Creek Dam Spring, Rimbey, Alberta, Canada",Public Drinking Spring,"Ponoka County, Alberta, Canada",,Utah,,,,Ponoka County,,,,"https://maps.google.com/?q=52.654541,-114.187332",52.654541,-114.187332
North America,Canada,"Bucklaw Artesian, Bucklaw, Cape Breton, Nova Scotia, Canada",Public Drinking Spring,"12478, Highway 105, Aberdeen, Municipality of the County of Inverness, Inverness County, Nova Scotia, B0E 1T0, Canada",Highway 105,Vermont,,,B0E 1T0,Municipality of the County of Inverness,Highway 105,Aberdeen,,"https://maps.google.com/?q=46.007915,-60.991566",46.007915,-60.991566
North America,Canada,"Gay's River Spring, Shubenacadie, Nova Scotia, Canada",Public Drinking Spring,"743, Highway 224, Pine Grove, Municipality of Colchester, Colchester County, Nova Scotia, Canada",Highway 224,Vermont,,,,Municipality of Colchester,Highway 224,Pine Grove,,"https://maps.google.com/?q=45.041267,-63.374001",45.041267,-63.374001
North America,Canada,"Ardoch Spring, Ardoch, Ontario, Canada",Public Drinking Spring,"Ardoch Road, Ardoch, North Frontenac, Frontenac County, Eastern Ontario, Ontario, Canada",Ardoch Road,Victoria,Eastern Ontario,North Frontenac,,Frontenac County,Ardoch Road,,,"https://maps.google.com/?q=44.929016,-76.900803",44.929016,-76.900803
North America,Canada,"Bolton Rd. Spring, Tappen, BC, Canada",Public Drinking Spring,"Bolton Road, Area C (Blind Bay/Sorrento), Columbia-Shuswap Regional District, British Columbia, V0E 2X1, Canada",Bolton Road,Victoria,,Area C (Blind Bay/Sorrento),V0E 2X1,Columbia-Shuswap Regional District,Bolton Road,,,"https://maps.google.com/?q=50.773247,-119.343727",50.773247,-119.343727
North America,Canada,"Peterbourough Spring, Peterbourough, Ontario, Canada",Public Drinking Spring,"1080, Chemong Road, Peterborough, Central Ontario, Ontario, K9H 7E2, Canada",Chemong Road,Victoria,Central Ontario,Peterborough,K9H 7E2,,Chemong Road,,,"https://maps.google.com/?q=44.325165,-78.337395",44.325165,-78.337395
North America,Canada,"High Mountain High Energy Super Hero Cast Away Spring, St-Pascal, Quebec, Canada",Public Drinking Spring,"Côte Duval, Saint-Pascal, Kamouraska (MRC), Bas-Saint-Laurent, Québec, G0L 3Y0, Canada",Côte Duval,Virginia,,,G0L 3Y0,Kamouraska (MRC),Côte Duval,,,"https://maps.google.com/?q=47.488464,-69.798225",47.488464,-69.798225
North America,Canada,"Manzer St. Spring, Mission, BC, Canada",Public Drinking Spring,"Manzer St. Spring, Manzer Street, Silverhill, Mission, Fraser Valley Regional District, British Columbia, V4S 1H7, Canada",Manzer Street,Waikato,,,V4S 1H7,Fraser Valley Regional District,Manzer Street,,,"https://maps.google.com/?q=49.170593,-122.382378",49.170593,-122.382378
North America,Canada,"Hwy 7 Agassiz Mountain Runoff Spring, Agassiz, BC, Canada",Public Drinking Spring,"Lougheed Highway, Agassiz, Kent, Fraser Valley Regional District, British Columbia, V0M 1A3, Canada",Lougheed Highway,Washington,,Kent,V0M 1A3,Fraser Valley Regional District,Lougheed Highway,,,"https://maps.google.com/?q=49.241474,-121.768112",49.241474,-121.768112
North America,Canada,"Kearney True Natural Spring, Kearney, Ontario",Public Drinking Spring,"Rochester Lake Road, Perry Township, Parry Sound District, Central Ontario, Ontario, P0A 1M0, Canada",Rochester Lake Road,Washington,Central Ontario,Perry Township,P0A 1M0,Parry Sound District,Rochester Lake Road,,,"https://maps.google.com/?q=45.523724,-79.241211",45.523724,-79.241211
North America,Canada,"Lost River Spring, Lost River, Quebec, Canada",Public Drinking Spring,"5149, Chemin de la Rivière-Perdue, Lost River, Harrington, Argenteuil, Laurentides, Québec, Canada",Chemin de la Rivière-Perdue,Washington,,Harrington,,Argenteuil,Chemin de la Rivière-Perdue,,,"https://maps.google.com/?q=45.829971,-74.548981",45.829971,-74.548981
North America,Canada,"Novar Natural Spring, Novar, Ontario",Public Drinking Spring,"25, Savage Settlement Road, Novar, Perry Township, Parry Sound District, Central Ontario, Ontario, P0A 1R0, Canada",Savage Settlement Road,Washington,Central Ontario,Perry Township,P0A 1R0,Parry Sound District,Savage Settlement Road,,,"https://maps.google.com/?q=45.456539,-79.24852",45.456539,-79.24852
North America,Canada,"Ravenscliffe Artesian Spring, Huntsville, Ontario",Public Drinking Spring,"1556, Ravenscliffe Road, Huntsville, District Municipality of Muskoka, Muskoka District, Central Ontario, Ontario, P1H 1L7, Canada",Ravenscliffe Road,Washington,Central Ontario,,P1H 1L7,Muskoka District,Ravenscliffe Road,,,"https://maps.google.com/?q=45.359474,-79.291412",45.359474,-79.291412
North America,Canada,"Source Héon, Saint-Hippolyte, Quebec, Canada",Public Drinking Spring,"2720, Chemin des Hauteurs, Saint-Hippolyte, La Rivière-du-Nord, Laurentides, Québec, J8A 2R4, Canada",Chemin des Hauteurs,Washington,,,J8A 2R4,La Rivière-du-Nord,Chemin des Hauteurs,Saint-Hippolyte,,"https://maps.google.com/?q=45.945534,-74.046074",45.945534,-74.046074
North America,Canada,"Mount Albert's Communal Spring, Mount Albert, Ontario, Canada",Public Drinking Spring,"3, King Street, Mount Albert, East Gwillimbury, York Region, Golden Horseshoe, Ontario, L0G 1M0, Canada",King Street,West Virginia,Golden Horseshoe,,L0G 1M0,York Region,King Street,Mount Albert,,"https://maps.google.com/?q=44.131218,-79.314682",44.131218,-79.314682
North America,Canada,"Gaspereau Spring, Gaspereau, Nova Scotia",Public Drinking Spring,"2844, Greenfield Road, Gaspereau, Municipality of the County of Kings, Kings County, Nova Scotia, B4P 2R1, Canada",Greenfield Road,Western Cape,,,B4P 2R1,Municipality of the County of Kings,Greenfield Road,Gaspereau,,"https://maps.google.com/?q=45.06649,-64.352592",45.06649,-64.352592
North America,Canada,"Arran Springs, Tara, Ontario, Canada (COMMERCIAL SPRING)",Public Drinking Spring,"250, Bruce Road 17, Arran–Elderslie, Bruce County, Southwestern Ontario, Ontario, N0H 2N0, Canada",Bruce Road 17,Wisconsin,Southwestern Ontario,Arran–Elderslie,N0H 2N0,Bruce County,Bruce Road 17,,,"https://maps.google.com/?q=44.460335,-81.166359",44.460335,-81.166359
North America,Canada,"Chalk Lake Spring, Uxbridge, Ontario, Canada",Public Drinking Spring,"1820, Lake Ridge Road, Uxbridge, Durham Region, Golden Horseshoe, Ontario, L0B 1A0, Canada",Lake Ridge Road,Wisconsin,Golden Horseshoe,,L0B 1A0,Durham Region,Lake Ridge Road,,,"https://maps.google.com/?q=44.02499,-79.054237",44.02499,-79.054237
North America,Canada,"Green Mtn Rd. Spring, Penticton, BC, Canada",Public Drinking Spring,"Green Mountain Road, British Columbia, V2A 7E2, Canada",Green Mountain Road,Wisconsin,,,V2A 7E2,,Green Mountain Road,,,"https://maps.google.com/?q=49.474567,-119.660362",49.474567,-119.660362
North America,Canada,"Municipalité de Petite-Rivière-St-François Spring, Petite-Rivière-St-François, Quebec, Canada",Public Drinking Spring,"1359, Rue Principale, Petite-Rivière-Saint-François, Charlevoix, Capitale-Nationale, Québec, G0A 2L0, Canada",Rue Principale,Wisconsin,,,G0A 2L0,Charlevoix,Rue Principale,Petite-Rivière-Saint-François,,"https://maps.google.com/?q=47.278889,-70.57",47.278889,-70.57
North America,Canada,"Source de la vierge Marie Spring, St-frederic, QC, Canada",Public Drinking Spring,"Route 276, Saint-Frédéric, Beauce-Centre, Chaudière-Appalaches, Québec, G0N 1P0, Canada",Route 276,Wisconsin,,,G0N 1P0,Beauce-Centre,Route 276,Saint-Frédéric,,"https://maps.google.com/?q=46.297913,-70.948097",46.297913,-70.948097
North America,Canada,"Summerland Spring, Summerland, British Columbia, Canada",Public Drinking Spring,"12017, Victoria Road South, Summerland, Regional District of Okanagan-Similkameen, British Columbia, V0H 1Z5, Canada",Victoria Road South,Wisconsin,,,V0H 1Z5,Regional District of Okanagan-Similkameen,Victoria Road South,,,"https://maps.google.com/?q=49.597816,-119.681",49.597816,-119.681
North America,Canada,"Sutton Spring, Sutton, Quebec, Canada",Public Drinking Spring,"26, Rue Pleasant, Sutton, Brome-Missisquoi, Estrie, Québec, J0E 2K0, Canada",Rue Pleasant,Wisconsin,,,J0E 2K0,Brome-Missisquoi,Rue Pleasant,Sutton,,"https://maps.google.com/?q=45.109428,-72.614265",45.109428,-72.614265
North America,Canada,"West Montrose Spring, West Montrose, Ontario, Canada",Public Drinking Spring,"6347, Line 86, West Montrose, Woolwich, Region of Waterloo, Southwestern Ontario, Ontario, Canada",Line 86,Wisconsin,Southwestern Ontario,Woolwich,,Region of Waterloo,Line 86,,,"https://maps.google.com/?q=43.590115,-80.473694",43.590115,-80.473694
North America,Canada,"Green Springs, Carlisle, Ontario, Canada",Public Drinking Spring,"406, Progreston Road, Progreston, Hamilton, Golden Horseshoe, Ontario, L8N 2Z7, Canada",Progreston Road,województwo śląskie,Golden Horseshoe,Hamilton,L8N 2Z7,,Progreston Road,,,"https://maps.google.com/?q=43.397484,-79.960503",43.397484,-79.960503
North America,Canada,"Longview Spring, Longview, Alberta, Canada",Public Drinking Spring,"Longview Drive, Village of Longview, Alberta, T0L 1H0, Canada",Longview Drive,Wyoming,,,T0L 1H0,,Longview Drive,Village of Longview,,"https://maps.google.com/?q=50.532688,-114.231941",50.532688,-114.231941
North America,Canada,"Silverton Mineral Spring, Silverton, BC, Canada",Public Drinking Spring,"Silverton Village Office, 421, Lake Avenue, Silverton, Regional District of Central Kootenay, British Columbia, V0G 1S0, Canada",Lake Avenue,Αποκεντρωμένη Διοίκηση Θεσσαλίας - Στερεάς Ελλάδος,,,V0G 1S0,Regional District of Central Kootenay,Lake Avenue,Silverton,,"https://maps.google.com/?q=49.952316,-117.356834",49.952316,-117.356834
North America,Canada,"Levity Artesian Spring, Delta, British Columbia, Canada",Public Drinking Spring,"Watershed Park, Old Highway 10, North Delta, Delta, Metro Vancouver Regional District, British Columbia, V4E 1A6, Canada",Old Highway 10,Република Српска / Republika Srpska,,Delta,V4E 1A6,Metro Vancouver Regional District,Old Highway 10,,,"https://maps.google.com/?q=49.112125,-122.906776",49.112125,-122.906776
North America,Canada,"Haliburton Coldspring, Haliburton, Ontario, Canada",Public Drinking Spring,"Fred Jones Road, Haliburton, Dysart et al, Haliburton County, Central Ontario, Ontario, K0M 1S0, Canada",Fred Jones Road,Удмуртия,Central Ontario,Dysart et al,K0M 1S0,Haliburton County,Fred Jones Road,,,"https://maps.google.com/?q=45.044922,-78.488983",45.044922,-78.488983
